x (m),y (m),z (m)
102.29,16.12,17.411966
102.29,16.12,16.017949
102.29,16.12,14.623932
102.29,16.12,13.229915
102.29,16.12,11.835898
102.29,16.12,10.441881
102.29,16.12,9.047864
102.29,16.12,7.653847
102.29,16.12,6.25983
102.29,16.12,4.865813
102.29,16.12,3.471796
102.29,16.12,2.0777791
102.29,15.784843,0.75394307
102.29,14.63554,0.027872807
102.29,13.243161,-4.03364E-16
102.29,11.849144,-3.31211E-16
102.29,10.455127,-2.59059E-16
102.29,9.0611105,-1.86906E-16
102.29,7.6670935,-1.14754E-16
102.29,6.2730765,-4.26013E-17
102.29,4.8790595,2.95511E-17
102.29,3.4850425,1.01704E-16
102.29,2.0910255,1.73856E-16
102.29,0.6970085,1.3342E-16
102.29,-0.6970085,0
102.29,-2.0910255,0
102.29,-3.4850425,0
102.29,-4.8790595,0
102.29,-6.2730765,0
102.29,-7.6670935,0
102.29,-9.0611105,0
102.29,-10.455127,0
102.29,-11.849144,0
102.29,-13.243161,0
102.29,-14.63554,0.027872806
102.29,-15.784843,0.75394306
102.29,-16.12,2.0777791
102.29,-16.12,3.471796
102.29,-16.12,4.865813
102.29,-16.12,6.25983
102.29,-16.12,7.653847
102.29,-16.12,9.047864
102.29,-16.12,10.441881
102.29,-16.12,11.835898
102.29,-16.12,13.229915
102.29,-16.12,14.623932
102.29,-16.12,16.017949
102.29,-16.12,17.411966
102.29,-16.12,18.805983
102.29,-16.12,20.2
103.2,16.12,20.2
103.2,16.12,18.805983
103.2,16.12,17.411966
103.2,16.12,16.017949
103.2,16.12,14.623932
103.2,16.12,13.229915
103.2,16.12,11.835898
103.2,16.12,10.441881
103.2,16.12,9.047864
103.2,16.12,7.653847
103.2,16.12,6.25983
103.2,16.12,4.865813
103.2,16.12,3.471796
103.2,16.12,2.0777791
103.2,15.784843,0.75394307
103.2,14.63554,0.027872807
103.2,13.243161,-4.16939E-16
103.2,11.849144,-3.68837E-16
103.2,10.455127,-3.20735E-16
103.2,9.0611105,-2.72634E-16
103.2,7.6670935,-2.24532E-16
103.2,6.2730765,-1.76431E-16
103.2,4.8790595,-1.28329E-16
103.2,3.4850425,-8.02274E-17
103.2,2.0910255,-3.21257E-17
103.2,0.6970085,0
103.2,-0.6970085,0
103.2,-2.0910255,0
103.2,-3.4850425,0
103.2,-4.8790595,0
103.2,-6.2730765,0
103.2,-7.6670935,0
103.2,-9.0611105,0
103.2,-10.455127,0
103.2,-11.849144,0
103.2,-13.243161,0
103.2,-14.63554,0.027872806
103.2,-15.784843,0.75394306
103.2,-16.12,2.0777791
103.2,-16.12,3.471796
103.2,-16.12,4.865813
103.2,-16.12,6.25983
103.2,-16.12,7.653847
103.2,-16.12,9.047864
103.2,-16.12,10.441881
103.2,-16.12,11.835898
103.2,-16.12,13.229915
103.2,-16.12,14.623932
103.2,-16.12,16.017949
103.2,-16.12,17.411966
